State,Year,Rice,Wheat,Cereals,Pulses,Food-grains,Oilseeds,Cotton,Sugarcane,Raw Jute & Mesta
Himachal Pradesh,1999-00   ,120.4,583.3,725.8,14.8,1444.3,10.2,0.1,67.4,
Himachal Pradesh,1998-99   ,117.8,641.4,718.6,12.9,1490.7,9.9,0,120.2,
Himachal Pradesh,1997-98   ,120.4,641.3,666.9,12.6,1441.2,9.1,0.2,139.1,
Himachal Pradesh,1996-97   ,108.6,531,637.5,11.4,1288.5,9.4,0.3,70.3,
Himachal Pradesh,1995-96   ,111.2,537.1,703.3,14.8,1366.4,9.5,0.2,67,
Himachal Pradesh,1994-95   ,112.2,599.3,682,17.7,1411.2,8.2,0.4,53.5,
Himachal Pradesh,1993-94   ,101.9,412.6,706.1,12.2,1232.8,4.7,0.3,26.1,
Himachal Pradesh,1992-93   ,110.3,593.5,687,17.6,1408.4,7.4,0.3,28.7,
Himachal Pradesh,1991-92   ,103,595.8,627.6,18,1344.4,7.2,0.3,28.1,
Himachal Pradesh,1990-91   ,106.5,601.7,712.5,19.1,1439.8,5,0.2,31.7,
Himachal Pradesh,1989-90   ,94.5,543.7,719.9,15.7,1373.8,4.9,0.3,29.5,
Himachal Pradesh,1988-89   ,87.9,512.5,525.7,9.8,1135.9,4.9,0.1,20.1,
Himachal Pradesh,1987-88   ,76.1,351.2,439.6,6.7,873.6,3.1,0.1,20.1,
Himachal Pradesh,1986-87   ,105.6,450.7,607.3,13.3,1176.9,5.3,0.2,27.2,
Himachal Pradesh,1985-86   ,125.4,492,570.7,12.8,1200.9,5.3,0.5,27.1,
Himachal Pradesh,1984-85   ,117.2,269.5,613.4,7.4,1007.5,4,1.1,48.3,
Himachal Pradesh,1983-84   ,111.5,288.1,639.7,11.4,1050.7,6,0.9,57.8,
Himachal Pradesh,1982-83   ,73,434.9,455.5,9.2,972.6,5.6,0.8,28.8,
Himachal Pradesh,1981-82   ,96.3,430,515.7,12,1054,5.9,0.6,43.1,
Himachal Pradesh,1980-81   ,124.6,442.6,596.3,20,1183.5,5.8,0.9,48.5,
Jammu & Kashmir,2021-22   ,,,,,,,,,
Jammu & Kashmir,2020-21   ,581.5,483.9,519.6,10.1,1594.9,33,,0.1,
Jammu & Kashmir,2019-20   ,587,488.3,551.7,44.2,1671.2,42.3,,0,
Jammu & Kashmir,2018-19   ,615.8,671.9,594.2,10.6,1892.5,56.3,,0,
Jammu & Kashmir,2017-18   ,513.1,487.4,559.9,10.7,1571.1,39.4,,,
Jammu & Kashmir,2016-17   ,572.2,475.5,561,10.2,1618.9,28.6,,,
Jammu & Kashmir,2015-16   ,646.4,541.5,535.4,9.4,1732.7,32.6,,0.3,
Jammu & Kashmir,2014-15   ,517.2,314.3,379.5,9.2,1220.3,40.4,,2,
Jammu & Kashmir,2013-14   ,610.9,601.9,551.3,13.8,1777.9,58.8,,0,
Jammu & Kashmir,2012-13   ,818.1,462.4,537.3,14.2,1831.9,51.1,,,
Jammu & Kashmir,2011-12   ,544.7,500.3,528.1,13.2,1586.3,53.3,,0,
Jammu & Kashmir,2010-11   ,507.7,446.3,550.9,16.7,1521.6,53,,0,
Jammu & Kashmir,2009-10   ,497.4,289.9,513.3,13.6,1314.2,49.7,,0,
Jammu & Kashmir,2008-09   ,563.1,483.6,660.4,14.2,1721.3,49.6,,,
Jammu & Kashmir,2007-08   ,561.3,495.9,499.5,15.4,1572.1,53.3,,0.2,
Jammu & Kashmir,2006-07   ,554,492.2,512.3,14.2,1572.7,42.3,,0.8,
Jammu & Kashmir,2005-06   ,556.8,444,467.7,13.5,1482,2.7,,0.8,
Jammu & Kashmir,2004-05   ,492.2,474.4,517.3,15.1,1499,124.2,,0.5,
Jammu & Kashmir,2003-04   ,504.2,459.4,552.7,13.3,1529.6,42.1,,0.6,
Jammu & Kashmir,2002-03   ,421,401.9,485.5,14,1322.4,26.6,,0.6,
Jammu & Kashmir,2001-02   ,421.8,343.1,548.2,12.7,1325.8,41.8,,,
Jammu & Kashmir,2000-01   ,414.9,148.7,538,12.9,1114.5,28.1,,0,
Jammu & Kashmir,1999-00   ,391.1,434.3,489,14.1,1328.5,53.4,,0.4,
Jammu & Kashmir,1998-99   ,589.1,368.4,543.9,18.2,1519.6,51,,6,
Jammu & Kashmir,1997-98   ,549.3,396.5,455.8,18.4,1420,46.9,,6.5,
Jammu & Kashmir,1996-97   ,431.4,412.6,470.3,17,1331.3,47.8,,6.5,
Jammu & Kashmir,1995-96   ,508.5,399.2,549.8,28.5,1486,43.6,,7.7,
Jammu & Kashmir,1994-95   ,584.7,349.1,486.3,37.7,1457.8,26.5,0.2,7.4,
Jammu & Kashmir,1993-94   ,507,352.1,576.7,34.6,1470.4,44.2,0.2,11.2,
Jammu & Kashmir,1992-93   ,508.8,347.3,509.6,33.6,1399.3,47.7,0.2,11.2,
Jammu & Kashmir,1991-92   ,550.1,308,526.5,37.5,1422.1,45.9,0.1,11.9,
Jammu & Kashmir,1990-91   ,555.1,297.4,466.6,45.3,1364.4,36.4,0.5,18.2,
Jammu & Kashmir,1989-90   ,549.2,262.2,470,44.9,1326.3,43.4,0.5,18.2,
Jammu & Kashmir,1988-89   ,579.6,245.6,460.2,28.5,1313.9,28.5,0.1,21.6,
Jammu & Kashmir,1987-88   ,420.8,245.6,314.8,34.7,1015.9,31.1,0.4,11.5,
Jammu & Kashmir,1986-87   ,590.5,212,539.8,56.3,1398.6,62.6,0.6,17,
Jammu & Kashmir,1985-86   ,587.1,272.1,515.9,28.5,1403.6,69.9,0.7,18,
Jammu & Kashmir,1984-85   ,569,168.4,476.4,30.8,1244.6,62,0.6,24.1,
Jammu & Kashmir,1983-84   ,593,178.6,310.5,31.2,1113.3,57.4,1.2,22.8,
Jammu & Kashmir,1982-83   ,574.5,226.1,429.7,30.4,1260.7,50.9,1.3,22.1,
Jammu & Kashmir,1981-82   ,550.7,203.7,486.5,31.7,1272.6,69.1,1.3,22.8,
Jammu & Kashmir,1980-81   ,546.4,204.3,521.6,35,1307.3,64.3,1.3,29.7,
Jharkhand,2022-23   ,1399.8,379.8,513.2,761.1,3053.8,395.3,,,
Jharkhand,2021-22   ,2930.5,519.3,653.4,898.3,5001.5,398.2,,0,0
Jharkhand,2020-21   ,2752.9,544,669.5,905.4,4871.7,404.9,,0,0
Jharkhand,2019-20   ,3012.8,439.4,525.1,814.9,4792.3,288.5,,0,0
Jharkhand,2018-19   ,2893.9,302.6,468,735.2,4399.7,228.4,,0,0
Jharkhand,2017-18   ,4078,468.7,617.9,836.7,6001.3,297,,574.8,
Jharkhand,2016-17   ,3841.8,425.2,590.8,806.5,5664.4,264,,512.9,
Jharkhand,2015-16   ,2882.2,287.3,395.5,527,4092.1,176.5,,708.9,
Jharkhand,2014-15   ,3361.9,330.4,487.7,597.1,4777,177.6,,469.8,
Jharkhand,2013-14   ,2810.6,370.4,526.1,578.6,4285.7,182.9,,462.8,
Jharkhand,2012-13   ,3164.9,319.5,463.8,609.3,4557.5,197.2,,461.9,
Jharkhand,2011-12   ,3130.6,302.6,330.1,412,4175.3,155.5,,457.3,
Jharkhand,2010-11   ,1110,158.4,278.5,329.6,1876.6,113.7,,457.3,
Jharkhand,2009-10   ,1538.4,173.2,216.9,223.7,2152.2,79.5,,447,4.8
Jharkhand,2008-09   ,3420.2,153.9,333.9,280.7,4188.7,73.2,,348.8,0
Jharkhand,2007-08   ,3336.4,139.9,386.4,301.8,4164.5,68.8,,150,6
Jharkhand,2006-07   ,2967.8,128.9,332,258.1,3686.8,50,,142,6
Jharkhand,2005-06   ,1558,77.7,259.6,172.3,2067.6,8.5,,142,6
Jharkhand,2004-05   ,1677,150,324.1,160,2311.1,7,,141.6,6.3
Jharkhand,2003-04   ,2310,118,342,135,2905,8,,136,6.5
Jharkhand,2002-03   ,1381,104,274.7,133.5,1893.2,8.1,,140.6,
Jharkhand,2001-02   ,1821.7,115.4,261.8,43.3,2242.2,28,,144.9,9.4
Jharkhand,2000-01   ,1644.7,103.6,166.7,96,2011,28,,144.9,9.4
Karnataka,2022-23   ,4001.3,230.5,7299.6,2161.9,13693.3,1527.2,2541,62460,0
Karnataka,2021-22   ,4318.4,212.4,7274.3,1971.5,13776.5,1120.6,1954.6,61152,0
Karnataka,2020-21   ,4291.7,262.1,7931.2,2065,14550.1,1249.1,2320.1,42528,0
Karnataka,2019-20   ,3634.5,179.7,6813.6,2155.9,12783.7,1039.7,2330,38181,0
Karnataka,2018-19   ,3431,163.6,5519.9,1773.9,10888.4,782.6,1400,42408,0
Karnataka,2017-18   ,3017.1,230.2,6592.6,1951.2,11791.2,970.7,1844,31135.2,
Karnataka,2016-17   ,2604.8,171,5281,1737.9,9794.7,805.8,1010,27378,0.1
Karnataka,2015-16   ,3021,156,5608.2,1138.8,9924,749.7,2000,37833.8,
Karnataka,2014-15   ,3541,261,6946,1390,12138,959,2311,43776,1
Karnataka,2013-14   ,3572.6,210,6825.8,1600.5,12208.9,1162,1875,37905,
Karnataka,2012-13   ,3364,179,6061,1259.3,10863.3,919.6,1255,35732,
Karnataka,2011-12   ,3955,193,6813,1134.1,12095.1,942,1200,38808,1
Karnataka,2010-11   ,4188,279,7845.3,1565,13877.3,1270,1200,39657,1
Karnataka,2009-10   ,3691,251,5895,1118,10955,1005,868.2,30443,1
Karnataka,2008-09   ,3802,247,6254,972,11275,1212,866,23328,1
Karnataka,2007-08   ,3717,261,6943,1265,12186,1549,778,26240,1
Karnataka,2006-07   ,3446,205,5055,893,9599,1125,610,28669.7,1
Karnataka,2005-06   ,5744,217,6564,964,13489,1715,554,18267,2.7
Karnataka,2004-05   ,3547,179,5977,792,10495,1570,688,14276,2.9
Karnataka,2003-04   ,2550.3,96.2,3346.4,569.2,6562.1,934.1,264.6,16015.4,6.1
Karnataka,2002-03   ,2390.1,147.7,3433.2,693.6,6664.6,1073.8,330.9,32485.3,4.2
Karnataka,2001-02   ,3234,198.8,4512.4,751.5,8696.7,1019.9,612.4,33016.6,5.2
Karnataka,2000-01   ,3846.7,244,5939.1,956.2,10986,1541.7,855.2,42923.5,6.7
Karnataka,1999-00   ,3716.7,217.6,5076.3,848.7,9859.3,1192.8,664.5,37566.9,4.4
Karnataka,1998-99   ,3656.9,219.4,5373.4,746.9,9996.6,1677.6,976.9,34770.9,7.2
Karnataka,1997-98   ,3212.7,118.5,4219.1,456.5,8006.8,1203.4,721,28332.7,8.7
Karnataka,1996-97   ,3211.6,190.3,5081.7,722.2,9205.8,1756.5,932,23374.4,8.7
Karnataka,1995-96   ,3023.9,145.6,4788,983.9,8941.4,1742.2,849.1,24917.9,10.1
Karnataka,1994-95   ,3167.5,171.8,4146.6,850.6,8336.5,1542.4,822,33092.7,11.1
Karnataka,1993-94   ,3182.8,192,4654.2,921.3,8950.3,1888.7,773.3,26602.9,16
Karnataka,1992-93   ,3068.7,158.1,4709.2,904.6,8840.6,1761.2,865.4,22479.6,22.7
Karnataka,1991-92   ,2826.1,142.1,4292.9,1085.6,8346.7,1817.3,795.2,24117,22.8
Karnataka,1990-91   ,2415.3,124.8,3307.4,819.3,6666.8,1337.9,689.8,20964,25.4
Karnataka,1989-90   ,2376.9,89.3,4095.9,776.6,7338.7,1404.8,923.1,21210,34.1
Karnataka,1988-89   ,2509.6,166.3,3688.8,670.2,7034.9,1391.4,895.8,18733,44.1
Karnataka,1987-88   ,1894.7,140.8,3641.4,995.4,6672.3,1508.8,543.3,17580,42.3
Karnataka,1986-87   ,2313.2,142.2,4579.7,851.5,7886.6,1256.4,448,14854,40.1
Karnataka,1985-86   ,1942.6,101.9,3328.4,488.9,4193.9,986.4,549.3,13815,42
Karnataka,1984-85   ,2374.9,194.1,3724,580.4,4933.1,1347.8,787,13392,46.2
Karnataka,1983-84   ,2292.4,199.4,4141,619,5318.5,1092.5,725.3,12820,42.7
Karnataka,1982-83   ,2101.2,183.4,3218.1,518.7,4147.7,784.3,520.4,14916,43.9
Karnataka,1981-82   ,2364,211.8,4109.6,622.9,7224.7,863.4,620.6,14286,47.7
Karnataka,1980-81   ,2208.3,180.2,3028.6,462.5,5799.9,619.9,469.3,12421,46
Kerala,2022-23   ,581.4,,0.5,1.7,583.6,0.3,0,120.3,
Kerala,2021-22   ,487,,0.8,1.5,489.3,0.3,0,10.4,
Kerala,2020-21   ,633.8,,0.7,1.9,636.4,0.3,0,106.7,
Kerala,2019-20   ,605.6,,0.7,2.2,608.4,0.2,,120.8,
Kerala,2018-19   ,578.3,,0.6,2.3,581.2,0.4,,106.3,
Kerala,2017-18   ,521.3,,0.4,2,523.8,0.5,,115.1,
Kerala,2016-17   ,437.1,,0.2,1.7,439,0.6,,113.1,
Kerala,2015-16   ,549.3,,0.3,4.3,553.8,0.7,,138.1,
Kerala,2014-15   ,562.1,,0.3,1.4,563.8,0.8,,148.5,
Kerala,2013-14   ,509.2,,0.3,2.8,512.4,1,,221.5,
Kerala,2012-13   ,508.3,,0.3,3.2,511.8,1.1,,165.7,
Kerala,2011-12   ,569,,0.6,2.5,572.1,2.3,,263,
Kerala,2010-11   ,522.7,,1.4,3,527.1,2.1,,271.8,
Kerala,2009-10   ,598.3,,2.2,10.3,610.8,1.2,1.3,285,
Kerala,2008-09   ,590.3,,1.7,6.3,598.3,1.6,1.5,275.5,
Kerala,2007-08   ,528.5,,2.8,8.4,539.7,2.4,1.7,218,
Kerala,2006-07   ,631,,1.1,8.4,640.5,3.2,2,440,
Kerala,2005-06   ,629.9,,1.5,6.9,638.3,2.6,3.5,916.5,
Kerala,2004-05   ,667.1,,0.9,2.9,670.9,1.9,4.4,283,
Kerala,2003-04   ,570,,4,5,579,2.3,4.7,291,
Kerala,2002-03   ,688.9,,4,6.8,699.7,1.4,5.5,312.8,
Kerala,2001-02   ,703.4,,5.2,10.3,718.9,2.1,3.9,269.8,
Kerala,2000-01   ,751.3,,3.4,10.4,765.1,3.5,6.2,275.6,
Kerala,1999-00   ,770.8,,3.4,18.9,793.1,5.8,7.7,578.8,
Kerala,1998-99   ,726.7,,4.9,22.7,754.3,8.1,24.2,424.3,
Kerala,1997-98   ,764.6,,5.4,27.4,797.4,10.1,20,548.1,
Kerala,1996-97   ,208.2,,5.8,14.4,228.4,11.8,20.2,548.1,
Kerala,1995-96   ,953,,6,28.8,987.8,11.4,19.4,522.9,
Kerala,1994-95   ,975.1,,6,37,1018.1,15.1,21.8,477.8,
Kerala,1993-94   ,1004,,7.1,64,1075.1,11.1,18.6,447.9,
Kerala,1992-93   ,1084.8,,5.6,39.4,1129.8,12.4,20,428.3,
Kerala,1991-92   ,1060.3,,6.3,32.7,1099.3,11.5,13.6,547.1,
Kerala,1990-91   ,1086.6,,6.3,35.6,1128.5,11,13.2,542.9,
Kerala,1989-90   ,1073.6,,6,35.8,1115.4,11.6,10.4,533.3,
Kerala,1988-89   ,1006.5,,4.8,36.7,1048,18.6,8.3,537.7,
Kerala,1987-88   ,1037.1,,3.9,39,1080,7.7,7.4,562.5,
Kerala,1986-87   ,1133.8,,3.3,39.2,1176.3,9.4,9,411.8,
Kerala,1985-86   ,1173.1,,3.6,25.8,1202.5,9.7,9.6,425.6,
Kerala,1984-85   ,1255.9,,3.7,20.2,1279.8,15.4,10,427.5,
Kerala,1983-84   ,1207.9,,3.2,20.7,1231.8,12.9,10,870.6,
Kerala,1982-83   ,1306.2,,3.1,20.6,1329.9,12.2,9.3,821.4,
Kerala,1981-82   ,1339.7,,3.6,20.8,1364.1,12.1,9.8,479.5,
Kerala,1980-81   ,1272,,3.6,22.3,1297.9,15.6,8.3,461.6,
Madhya Pradesh,2022-23   ,7657.2,23995.4,6094.6,6890.6,44637.7,8644,1722,6444.6,
Madhya Pradesh,2021-22   ,4814.8,22977.5,5821.3,5694.7,39308.3,7921.5,1419.8,5379.1,0
Madhya Pradesh,2020-21   ,4413.8,18182.1,4953.7,5294.7,32844.2,6332.4,1338.6,5440.7,0
Madhya Pradesh,2019-20   ,4778.1,19607.1,5029.4,4108.4,33523.1,6451.7,1646,7433.8,2.2
Madhya Pradesh,2018-19   ,4494.7,16521.4,5147.2,6045.4,32208.7,8294.3,2329,5281.7,0
Madhya Pradesh,2017-18   ,4123.9,15910.8,5304.1,8111.6,33450.4,6949,1620,5430,11
Madhya Pradesh,2016-17   ,4226.8,17939.3,4766.9,6291.3,33224.4,8224,2050.7,4730,7
Madhya Pradesh,2015-16   ,3546.7,17688.7,3848.8,5302.4,30386.5,6171,1800,5281,6
Madhya Pradesh,2014-15   ,3625.3,17103.9,3129.5,4828.3,28687,7724.2,1750,4567,8.6
Madhya Pradesh,2013-14   ,2844.8,12937,2551.8,4644.3,22978,6634.9,1730,3173.7,2.5
Madhya Pradesh,2012-13   ,2775,13133.4,2616.2,5165.9,23690.4,9276,2200,2641.9,1.8
Madhya Pradesh,2011-12   ,2227.3,11538.5,2467.1,4161.9,20394.8,7727.8,2000,2677,2.1
Madhya Pradesh,2010-11   ,1772.1,7627.1,2166.6,3386.2,14952.1,8035.4,2000,2667,3.4
Madhya Pradesh,2009-10   ,1260.6,8410,2041.2,4304.6,16016.4,7636.2,855.3,2535,1.4
Madhya Pradesh,2008-09   ,1559.7,6521.9,2149.9,3683.1,13914.6,6976.9,856.1,2975,1.3
Madhya Pradesh,2007-08   ,1461.9,6032.5,2122.5,2453.6,12070.5,6352,864.8,3180,1.8
Madhya Pradesh,2006-07   ,1368.4,7325.9,1849.6,3203.1,13747,5814.2,828.6,2806,1.8
Madhya Pradesh,2005-06   ,1656.3,5957.7,2348.4,3232.6,13195,5721.9,745.1,2425,1.2
Madhya Pradesh,2004-05   ,1169,7176.6,2330,3429.2,14104.8,4797.7,626.1,2148,1.4
Madhya Pradesh,2003-04   ,1750.3,7364.6,3353.8,3488,15956.7,5623.6,639,1873.7,1.8
Madhya Pradesh,2002-03   ,1031.8,4923.4,2418.1,2375.5,10748.8,3143.9,390.1,1563,1.1
Madhya Pradesh,2001-02   ,1692.7,6001,2688.5,3224.6,13606.8,4567.6,394.3,1616,1.4
Madhya Pradesh,2000-01   ,982.1,4869.4,2058.5,2275.4,10185.4,4096.9,245.1,1660.4,1.9
Madhya Pradesh,1999-00   ,6376.5,8685.2,2429.9,3780.5,21272.1,5819.6,417.2,1991,10.5
Madhya Pradesh,1998-99   ,5060.6,8333.4,2488.4,3618.8,19501.2,5685.9,429.5,1621,5.8
Madhya Pradesh,1997-98   ,4528.2,7220.2,2326.3,3278.9,17353.6,5694.6,508.9,1631.7,6.3
Madhya Pradesh,1996-97   ,5939.1,7793.2,2211.5,3498,19441.8,5107.7,424.2,1761.4,5.7
Madhya Pradesh,1995-96   ,5839.1,6666.6,2469.4,3904.4,18879.5,4949.6,423.5,1914.1,6.1
Madhya Pradesh,1994-95   ,6463,7278.6,2032.9,4514.1,20288.6,3856.5,345.7,1377,5.9
Madhya Pradesh,1993-94   ,5963.1,6766.6,3132.9,4156.5,20019.1,4735.1,420.3,1084,7.8
Madhya Pradesh,1992-93   ,5282.9,5242.6,3466.4,3672.3,17664.2,3583.4,352.6,1324.6,5.1
Madhya Pradesh,1991-92   ,5248.5,5138,2329.2,3550.5,16266.2,2979.8,245.8,1646.3,6.6
Madhya Pradesh,1990-91   ,5738.1,5832.6,3323.1,3875.1,18768.9,3191.4,396.5,1391.6,7.3
Madhya Pradesh,1989-90   ,4492.5,4119.7,3729,3162.5,15503.7,2364.4,411.8,1371.6,6.7
Madhya Pradesh,1988-89   ,4666.8,4797.4,3377,3478.1,16319.3,2347.7,354.1,1644.2,8.2
Madhya Pradesh,1987-88   ,4265.7,4546.2,3414.5,3159.3,15385.7,1610,285.1,1603.9,7.4
Madhya Pradesh,1986-87   ,4178.4,4264.3,2585.5,3090.1,14118.3,1251.6,240.1,1645.9,7.9
Madhya Pradesh,1985-86   ,5418,4202.3,3062.5,2610.4,15293.2,1416,286.1,1217.6,14.2
Madhya Pradesh,1984-85   ,3761.2,3935.3,3254.9,2343.6,13295,1378.3,269.1,1390.2,10.6
Madhya Pradesh,1983-84   ,4798.7,4373.8,3829.6,2702.3,15704.4,1184.1,210.2,1476.6,13.2
Madhya Pradesh,1982-83   ,3451,3800.9,2755.6,2607.7,12615.2,875.9,316.6,1356.4,9.5
Madhya Pradesh,1981-82   ,3830.2,3313.4,3217.5,2473.1,12834.2,833.3,334.2,1209.6,14.6
Madhya Pradesh,1980-81   ,4053,3143.5,3204.6,2010.5,12411.6,860.9,267.7,1071.2,20.5
Maharashtra,2022-23   ,3899.1,2374.2,5995.1,4981,17249.5,6937.8,8408.6,"1,23,968.2",
Maharashtra,2021-22   ,3598.1,2144.5,5890.2,5023.7,16656.4,5953,8249.2,"1,16,076.4",
Maharashtra,2020-21   ,3291.7,2071.1,6082.1,4321.2,15766.1,6718.3,10105.1,"1,05,137.6",
Maharashtra,2019-20   ,2897.6,1793.7,4392.6,3736,12819.9,5177,6639,69311.9,
Maharashtra,2018-19   ,3275.7,1249.2,3096.7,2682.5,10304.1,4885,6593,89768.2,
Maharashtra,2017-18   ,2730.8,1696.8,5471.3,3347.8,13246.7,4206.4,6094,82984,
Maharashtra,2016-17   ,3109.5,1875.1,6579,3768.1,15331.6,5113.5,10618.8,52262.5,
Maharashtra,2015-16   ,2593,981,3635.7,1544.7,8754.4,2436.1,7500,73679.6,
Maharashtra,2014-15   ,2946,1308,5004.9,2053,11311.9,2850.2,7000,84699,
Maharashtra,2013-14   ,3120,1602,5955.2,3169,13846.2,5293.9,8834,76901,35
Maharashtra,2012-13   ,3057,1181,4429.3,2306,10973.3,5086.8,7655,69648.1,31
Maharashtra,2011-12   ,2841,1313,6122,2268,12544,4485,7200,86733.1,19
Maharashtra,2010-11   ,2696,2301,7323.6,3099.8,15420.4,5040,8500,81895.7,28
Maharashtra,2009-10   ,2183,1740,6293.3,2370,12586.3,2814,5859.3,64159,26
Maharashtra,2008-09   ,2284,1516,5971.6,1656,11427.6,3409.7,4752,60648,26
Maharashtra,2007-08   ,2996,2078.7,7093,3024,15191.7,4874,7015,88437,33
Maharashtra,2006-07   ,2569,1631.1,6141,2304,12645.1,3721,4618,78568,33
Maharashtra,2005-06   ,2695,1300,6087,2005,12087,3373,3160,38853,36
Maharashtra,2004-05   ,2164,1016,5696.7,1664,10540.7,2744.1,2939,20475,35.5
Maharashtra,2003-04   ,2835,778,4750,1960,10323,2921,3080,25668,27
Maharashtra,2002-03   ,1854,984,5938,2058.1,10834.1,2356,2596,42617,30
Maharashtra,2001-02   ,2651.4,1077,5578.5,1881,11187.9,2226.4,2689.6,45140,36.6
Maharashtra,2000-01   ,1929.2,948,5620.3,1637.4,10134.9,2096.8,1798.8,49592.8,38.7
Maharashtra,1999-00   ,2558.9,1436.1,6499.8,2206.1,12700.9,2668.5,3099.5,53139.1,45
Maharashtra,1998-99   ,2467.6,1308.5,6721.8,2254.9,12752.8,2570.8,2621.9,47148.7,43.2
Maharashtra,1997-98   ,2414.6,671,5410.5,1187.8,9683.9,1678.8,1752.1,38172.8,45.8
Maharashtra,1996-97   ,2614.4,1167,8789.2,1983.8,14554.4,2390.5,3142.1,41804.8,46
Maharashtra,1995-96   ,2562.8,897.7,6504.6,2247.4,12212.5,1980.5,2795.8,46656.1,40.4
Maharashtra,1994-95   ,2397.1,1111.2,6318.6,2358.5,12185.4,1814.5,2500.3,44260.3,46.4
Maharashtra,1993-94   ,2484.4,1055.9,7836.8,3125.7,14502.8,2346.2,2625.4,27891.5,48.2
Maharashtra,1992-93   ,2363.8,797.6,9056.3,2714.2,14931.9,1771.5,1807.7,30853.5,61.2
Maharashtra,1991-92   ,2100.2,625.7,4707.3,1280.4,8713.6,1095.1,1155.1,36186.6,62.5
Maharashtra,1990-91   ,2313.7,918.7,7507.9,2077,12817.3,1892.6,1880.3,38416.2,65.6
Maharashtra,1989-90   ,2318.8,907.1,8281.4,2389.6,13896.9,1835.2,2211.4,34008.3,69.6
Maharashtra,1988-89   ,2652.1,1043.2,5652.8,2427.7,11775.8,1702.3,1373.3,25499.6,88.9
Maharashtra,1987-88   ,1712.8,633.4,7304.2,2044.5,11694.9,1315.3,1467.6,24983.6,86.8
Maharashtra,1986-87   ,1751.5,536.4,3881.2,1430.7,7599.8,839.8,888.7,24091.3,86.8
Maharashtra,1985-86   ,2181.8,644.4,4788.7,1164.1,8779,980.4,1989.9,23705.6,94.9
Maharashtra,1984-85   ,1936.2,856.5,5828.8,1114.3,9735.8,1405,1466.9,26367.4,85.5
Maharashtra,1983-84   ,2460.6,1142.1,6091.4,1257.7,10951.8,1430.2,814,26549.1,105.3
Maharashtra,1982-83   ,1948.8,803.3,5500.6,962.9,9215.6,1060.3,1608.5,31360.3,102.8
Maharashtra,1981-82   ,2435.4,988.5,6108.4,1039.1,10571.4,1227.1,1464.8,28779.6,114
Maharashtra,1980-81   ,2360.6,931.3,5634.5,831.2,9757.6,1005.3,1268.6,23590.6,119.4
Manipur,2021-22   ,567.4,5.7,50.9,31.3,655.2,25.4,,279.4,
Manipur,2020-21   ,602.2,5.8,59.7,29.4,697.1,32.6,,279.4,
Manipur,2019-20   ,385.5,5.8,4.9,25.2,421.4,27.4,,0,
Manipur,2018-19   ,401.6,5.7,58.2,29.5,495,32.2,,315.1,
Manipur,2017-18   ,607.8,5.6,63.1,30,706.5,32.8,,348,
Manipur,2016-17   ,430.4,5.6,58.8,30.3,525.1,32.3,,348,
Manipur,2015-16   ,338.8,5.6,61.6,29.8,435.7,31.8,,348,
Manipur,2014-15   ,334.1,5.6,58.8,30.8,429.3,31.7,,339.3,
Manipur,2013-14   ,398.5,5.6,58.6,29.9,492.6,31,,339.3,
Manipur,2012-13   ,257.6,6,44.7,28.4,336.7,32.1,,311.7,
Manipur,2011-12   ,591,5.4,45.9,26.9,669.1,28.3,,333,
Manipur,2010-11   ,521.7,5.3,41.5,24.2,592.7,26.7,,301.3,
Manipur,2009-10   ,319.9,,11.7,7.2,338.9,0.7,,21.3,
Manipur,2008-09   ,397,,11.5,6.5,415,0.7,,21.3,
Manipur,2007-08   ,406.2,,8.4,7.2,421.8,0.9,,16.8,
Manipur,2006-07   ,386.1,,7.9,4.5,398.5,0.7,,23,
Manipur,2005-06   ,386.1,,7.9,4.5,398.5,0.7,,23,
Manipur,2004-05   ,435.9,,8.9,3,447.8,0.8,,21.8,
Manipur,2003-04   ,381.2,,7.5,3.2,391.9,0.4,,22,
Manipur,2002-03   ,332.6,,8.5,2.6,343.7,0.4,,20.6,
Manipur,2001-02   ,387.3,,10.1,3.1,400.5,0.4,,21.2,
Manipur,2000-01   ,381.7,,10.9,3.2,395.8,1.3,,24.2,
Manipur,1999-00   ,365,,10.7,0,375.7,1.2,,21.2,
Manipur,1998-99   ,382.2,,10.1,0,392.3,1,,22.9,
Manipur,1997-98   ,351.7,,13.1,0,364.8,1,,15.4,
Manipur,1996-97   ,367.3,,23.4,0,390.7,1.5,,42.8,
Manipur,1995-96   ,331.8,,7.1,0,338.9,1.4,0.3,38.6,
Manipur,1994-95   ,478.3,,10.4,0,488.7,1.7,0.1,41.2,
Manipur,1993-94   ,348.8,,7.8,0,356.6,1.9,0.1,58.8,
Manipur,1992-93   ,269.3,,8.1,0,277.4,1.9,0.1,58.8,
Manipur,1991-92   ,340.5,,9.6,0,350.1,1.2,0.1,49,
Manipur,1990-91   ,274.2,,11.4,0,285.6,1.3,0.1,63,
Manipur,1989-90   ,245.1,,14.9,0,260,1.2,0.2,55.4,
Manipur,1988-89   ,275.6,,12.2,0,287.8,1.8,0.2,74,
Manipur,1987-88   ,272.1,,14.1,0,286.2,2,0.2,95.3,
Manipur,1986-87   ,242.5,,16.4,0,258.9,1.2,1.7,71.7,
Manipur,1985-86   ,332.5,,14.6,0,347.1,2.9,1.7,19.3,
Manipur,1984-85   ,333,,12.2,0,345.2,2.1,1.7,60,
