State,Year,Rice,Wheat,Cereals,Pulses,Food-grains,Oilseeds,Cotton,Sugarcane,Raw Jute & Mesta
Tamil Nadu,2010-11   ,5792.4,,1556.5,246,7594.9,933.1,450,34251.8,
Tamil Nadu,2009-10   ,5665.2,,1642,204.1,7511.4,939.6,225,29745.6,
Tamil Nadu,2008-09   ,5182.7,,1755.1,164.5,7102.3,1043,187.7,32804.4,
Tamil Nadu,2007-08   ,5040.2,,1357.1,185,6582.3,1146.7,200.7,38071,
Tamil Nadu,2006-07   ,6610.6,,1361.9,290.5,8263,1083.5,220.9,41124,
Tamil Nadu,2005-06   ,5220,,730.2,177,6127.2,1152.9,213.3,35106.5,
Tamil Nadu,2004-05   ,5062.2,,868,245.6,6175.8,1061.1,194.8,23396,1.1
Tamil Nadu,2003-04   ,3222.8,,983,200.8,4406.6,963.6,122.7,17656,3.5
Tamil Nadu,2002-03   ,3577.1,,682.8,182.2,4442.1,760,83.5,24165.4,3.9
Tamil Nadu,2001-02   ,6584,,834,313.9,7731.9,1313,326.1,32620,1.6
Tamil Nadu,2000-01   ,7366.3,,937.8,312.7,8616.8,1441.7,316.6,33188,3.3
Tamil Nadu,1999-00   ,7532.1,,1065.9,370.8,8968.8,1476.4,339.5,34285,0.2
Tamil Nadu,1998-99   ,8141.4,,973,304.3,9418.7,1642,406.3,33764.8,1.8
Tamil Nadu,1997-98   ,6893.7,,965.8,244.2,8103.7,1474.2,358,30183.6,1.3
Tamil Nadu,1996-97   ,1903.8,,891.9,232.8,3028.5,461.8,329.9,25918.8,1
Tamil Nadu,1995-96   ,5290,0,882.2,379,6551.2,1593.6,339.4,32944.2,0.9
Tamil Nadu,1994-95   ,7562.8,0.1,1185.1,430.1,9178.1,1874.4,440,36456.1,0.3
Tamil Nadu,1993-94   ,6749.8,0.1,1231.2,346.8,8327.9,1968.3,426.2,25991.8,0.6
Tamil Nadu,1992-93   ,6805.7,0.1,1209.5,594.3,8609.6,1866.1,454,23064.2,0.2
Tamil Nadu,1991-92   ,6596.3,0.2,1317.6,579.5,8493.6,1597.7,437.2,24886.8,0.3
Tamil Nadu,1990-91   ,5782.4,0.2,1307.3,599.2,7689.1,1242.1,408.7,23480.2,1.2
Tamil Nadu,1989-90   ,6063.4,0.1,1415.6,676.9,8156,1304.4,511.7,23444.5,0.4
Tamil Nadu,1988-89   ,5590,0.1,1375.7,635.1,7600.9,1321.2,476.2,23767.6,1
Tamil Nadu,1987-88   ,5604.5,0.2,1662.2,554.2,7821.1,1324.4,436.6,20765.9,0.9
Tamil Nadu,1986-87   ,5332.7,0.3,1536.5,441.2,7310.7,1138.2,277.9,21604.7,1.6
Tamil Nadu,1985-86   ,5370.5,0.4,1480.3,322.3,7173.5,1233,484.7,20004.8,1.9
Tamil Nadu,1984-85   ,5361.6,0.4,1323.1,209.9,6895,1042.6,585,17594.2,2
Tamil Nadu,1983-84   ,4465.8,0.2,1472,246.4,6184.4,1038,262,13258.2,2.1
Tamil Nadu,1982-83   ,3504,0.3,1118.6,209.9,4832.8,913.5,248.1,15210,2
Tamil Nadu,1981-82   ,5607,0.4,1609.5,183.3,7400.2,1296.7,277.7,20208.1,1.5
Tamil Nadu,1980-81   ,4159,0.5,1180.3,146.7,5486.5,718.5,264.6,18570,0.6
Telangana,2022-23   ,16013.9,5.9,2957.1,458.3,19435.1,610.3,5312.7,2635,
Telangana,2021-22   ,12409.6,14.1,2349.2,575.9,15348.8,681.2,4878.1,2864.6,
Telangana,2020-21   ,10217.1,15.8,1922.9,589.7,12745.6,574,5797.9,1751,
Telangana,2019-20   ,7427.8,9.2,3138.9,549.2,11125,639.2,6833,2012.9,
Telangana,2018-19   ,6670,9.4,2155.7,440.1,9275.2,589.2,3847,3183.6,
Telangana,2017-18   ,6262.2,5.6,2639.3,514,9421.1,669.8,5195,2604.5,
Telangana,2016-17   ,5173.4,7,2768.2,536,8484.6,723,3444,2061,
Telangana,2015-16   ,3047,8.5,1834,239.6,5129,496,3661,2405,
Tripura,2021-22   ,810.9,0.1,41.6,18.3,870.9,12.6,0.8,48.4,6.5
Tripura,2020-21   ,803.1,0.1,44.2,20.3,867.6,13.2,0.9,48.6,6.2
Tripura,2019-20   ,810.2,0.3,24.1,18.7,853.3,14.4,,36.4,5.3
Tripura,2018-19   ,793.2,0.3,23.9,18.9,836.3,14,,35.9,10
Tripura,2017-18   ,812.1,0.4,23.6,19.3,855.3,13.8,,42.5,10
Tripura,2016-17   ,814.6,0.5,21.3,23.2,859.6,12.5,,,10.3
Tripura,2015-16   ,794.9,0.4,12.2,10.9,818.3,9,,,11.2
Tripura,2014-15   ,747,0.3,5.9,8.4,761.6,7.1,,,10.6
Tripura,2013-14   ,711.8,0.3,5.9,8.7,726.7,4.6,,49.6,12.4
Tripura,2012-13   ,713.2,1.3,4.7,6,725.2,2.4,,45.4,10.3
Tripura,2011-12   ,718.3,0.5,5.1,6,729.9,3.5,,45,10.7
Tripura,2010-11   ,702.5,0.6,4.1,5.2,712.4,3.4,,46.5,10.7
Tripura,2009-10   ,640,1.3,2,4.5,647.9,2.5,1.4,44.9,9.4
Tripura,2008-09   ,627.1,1.2,2,4.4,634.7,2.5,1.4,51.7,8.7
Tripura,2007-08   ,624.6,1.9,2.1,4.7,633.3,2.7,1.5,46.7,10.5
Tripura,2006-07   ,620.5,1.8,2.4,5.3,630,3.1,1.6,42.4,11.8
Tripura,2005-06   ,552.9,2.9,2.2,5.6,563.6,3.9,1.6,52.6,23.3
Tripura,2004-05   ,545.1,2.8,3,5.5,556.4,3.9,1.5,52.4,22.5
Tripura,2003-04   ,516.6,5.1,2.2,5.2,529.1,3.8,1.7,47.5,22.1
Tripura,2002-03   ,602.3,1.8,2.2,5.5,611.8,3.5,1.6,56.2,23.3
Tripura,2001-02   ,587.4,2.5,2.1,5.5,597.5,3.8,1.9,52.7,25.4
Tripura,2000-01   ,513.4,2.2,1.6,5.9,523.1,4.7,1.3,54.1,23.6
Tripura,1999-00   ,505.7,2.4,1,4.4,513.5,4.2,1,51.3,18
Tripura,1998-99   ,491.5,2.1,1.7,4.1,499.4,5.5,0.9,51.3,25.3
Tripura,1997-98   ,535.8,4.4,1.8,5.4,547.4,7.2,1.2,58,37
Tripura,1996-97   ,266,3.9,1.8,5.6,277.3,8.5,1.6,55,36
Tripura,1995-96   ,465.5,5.2,1.8,6.7,479.2,8.5,1.7,75,30.7
Tripura,1994-95   ,413.9,4.9,1.8,8,428.6,9.8,2.4,74.3,43.1
Tripura,1993-94   ,493.2,7.8,1.6,9.3,511.9,11.2,1.6,72.2,38.8
Tripura,1992-93   ,438.1,9.1,1.7,9.6,458.5,10.8,1.6,69,41.1
Tripura,1991-92   ,474.5,4.7,1.2,9.3,489.7,10.5,0.8,76.8,51
Tripura,1990-91   ,501.3,6.9,1.6,9.3,519.1,10.3,1,91,70.7
Tripura,1989-90   ,459.1,6.6,0,9.1,474.8,10.2,1,87.9,47.5
Tripura,1988-89   ,457.5,6.1,0,6.9,470.5,6.8,1.1,80.5,73.2
Tripura,1987-88   ,433.2,5.1,0,5.9,444.2,6,1,72.5,87.5
Tripura,1986-87   ,383.2,4.3,0,4.1,391.6,4.3,1.6,69.4,84.7
Tripura,1985-86   ,367.5,3.8,0,2.7,374,4,1.5,64.9,102.1
Tripura,1984-85   ,373,3.3,0,2.7,379,3.7,1.6,72.8,75
Tripura,1983-84   ,378.6,5.6,0,2.7,386.9,3.8,1.7,75.9,79.9
Tripura,1982-83   ,419.7,6,0,2.6,428.3,3.8,1.5,80,97.7
Tripura,1981-82   ,350,8.1,0,1.9,360,3.5,1.4,71.3,96.4
Tripura,1980-81   ,390,10.3,0,2.3,402.6,4.5,1.8,65,87.9
Uttar Pradesh,2022-23   ,15171.3,34910.8,4377.3,2786.5,57245.7,1322.7,9,"2,25,219.3",
Uttar Pradesh,2021-22   ,15271.5,33949.7,4347.3,2619.6,56188.1,1237.3,8.6,"1,79,167.1",
Uttar Pradesh,2020-21   ,15520,35506.6,4604.4,2475.9,58106.9,1276.2,6.5,"1,78,339.3",
Uttar Pradesh,2019-20   ,15517.8,33815.5,4388.5,2447.3,56169.1,1146.2,,"1,79,539.1",
Uttar Pradesh,2018-19   ,15545.3,32741.3,3948.8,2408,54643.4,1330.8,,"1,79,714.8",
Uttar Pradesh,2017-18   ,13274,31879.1,4016.8,2200,51369.9,1145.7,,"1,77,033.3",
Uttar Pradesh,2016-17   ,13754,30056,3909,2184.4,49903.1,1050.2,,"1,40,169.2",
Uttar Pradesh,2015-16   ,12501,25425.2,3460,1164.6,42550.8,864.5,,"1,45,385.0",
Uttar Pradesh,2014-15   ,12167.9,22417.4,3570,1438.7,39594,787.2,,"1,33,061.4",
Uttar Pradesh,2013-14   ,14636,29890.9,3803.2,1697.4,50027.5,895.8,,"1,34,688.6",
Uttar Pradesh,2012-13   ,14416,30301.9,3695.5,2332,50745.4,1030.5,,"1,32,427.7",
Uttar Pradesh,2011-12   ,14022,30292.6,3566,2403,50283.6,935,,"1,28,819.0",
Uttar Pradesh,2010-11   ,11992,30001,3217.6,2037,47247.6,919.5,,"1,20,545.0",
Uttar Pradesh,2009-10   ,10807.1,27518,2968.8,1901.4,43195.3,816,5,"1,17,140.0",
Uttar Pradesh,2008-09   ,13097,28554,3080.2,1998.1,46729.3,1164.5,0.8,"1,09,048.0",
Uttar Pradesh,2007-08   ,11780,25679,3058.9,1576.9,42094.8,1146.8,6.8,"1,24,665.3",
Uttar Pradesh,2006-07   ,11124,25031,3084.4,1975.1,41214.5,1033.3,7,"1,33,949.4",
Uttar Pradesh,2005-06   ,11133.7,24073.8,2971.2,2231.5,40410.2,1066.5,5.2,"1,25,469.9",
Uttar Pradesh,2004-05   ,9555.6,22513.9,3391.8,2375,37836.3,952.3,5.1,"1,18,715.6",
Uttar Pradesh,2003-04   ,13018.8,25566.7,3260.7,2400.3,44246.5,927.8,4.2,"1,12,754.0",
Uttar Pradesh,2002-03   ,9594.9,23612.4,2732.3,2202,38141.6,881.4,4.4,"1,20,948.0",
Uttar Pradesh,2001-02   ,12856,25498,3405.5,2377,44136.5,1034,4.6,"1,17,982.0",
Uttar Pradesh,2000-01   ,11679.2,25168.3,3707.1,2160.3,42714.9,1144.6,4.8,"1,06,067.5",
Uttar Pradesh,1999-00   ,13231,25976.4,3843.4,2598.8,45649.6,1286.6,6,"1,15,418.9",
Uttar Pradesh,1998-99   ,11386.6,23465.2,3241.9,2323.5,40417.2,1088.7,0.8,"1,16,483.4",
Uttar Pradesh,1997-98   ,12175.4,22838.9,4311.7,2232.8,41558.8,1006.4,8.3,"1,29,266.7",
Uttar Pradesh,1996-97   ,11767.7,24049.6,3939.4,2625.4,42382.1,1538.8,7.3,"1,25,348.4",
Uttar Pradesh,1995-96   ,10362.5,21815.6,3930.1,3178.3,39286.5,1423.8,15.1,"1,19,830.4",0.4
Uttar Pradesh,1994-95   ,10365,22560.2,3803.3,3497.8,40226.3,1378.9,11.6,"1,10,238.8",0.5
Uttar Pradesh,1993-94   ,10210.1,20822.4,3649.5,3553.5,38235.5,1423.8,12.4,"1,04,081.6",1.7
Uttar Pradesh,1992-93   ,9709.3,19834.3,4167,3550.5,37261.1,1202.2,13.5,"1,02,929.1",1.3
Uttar Pradesh,1991-92   ,9411.4,20229.4,3358.8,3541.7,36541.3,1375.7,14.1,"1,11,098.2",2.4
Uttar Pradesh,1990-91   ,10260.3,18600.1,4038.8,3844.4,36743.6,1342.7,16.4,"1,03,562.2",7
Uttar Pradesh,1989-90   ,9476.9,17684.1,4392.1,3258.9,34812,1146.9,18.4,97422.3,13.8
Uttar Pradesh,1988-89   ,9287.5,19611.3,3741.5,3486.7,36127,1160.8,16.7,88522.7,30
Uttar Pradesh,1987-88   ,6475,16789,3059.1,3062.5,29385.6,858.8,21.7,93054,45.2
Uttar Pradesh,1986-87   ,7509.3,16235.9,3876.3,3338.3,30959.8,916.7,23.9,84736.3,57.7
Uttar Pradesh,1985-86   ,8314.5,16559.3,3738.7,2812.6,31425.1,1007.6,26.7,73036.8,81.8
Uttar Pradesh,1984-85   ,7156.9,15675,4367.9,2688.9,29888.7,1113.4,22.2,70888.2,60.2
Uttar Pradesh,1983-84   ,6776.3,16121,3798,2487.2,29182.5,1181,19.6,78243.8,58.3
Uttar Pradesh,1982-83   ,5644.8,15258.2,3038.9,2541.5,26483.4,1336.4,28.3,81386.7,89.6
Uttar Pradesh,1981-82   ,5898.3,12749,3378.7,2262.9,24288.9,1713,22.4,76440.1,75.5
Uttar Pradesh,1980-81   ,5569.7,13385,3467.6,2523.6,24945.9,1652,30.6,64204.9,72.1
Uttarakhand,2022-23   ,641.7,847.6,250.8,60.3,1800.4,28.8,,3760,
Uttarakhand,2021-22   ,716,863,281.9,63.5,1924.4,27.5,,3520,
Uttarakhand,2020-21   ,714.9,955.3,270.3,61.3,2001.8,26.2,,3680,
Uttarakhand,2019-20   ,658.4,904.1,265.8,57.8,1886,25.1,,6937.7,
Uttarakhand,2018-19   ,617.6,951.6,251.7,55.3,1876.1,27.2,,6329.3,
Uttarakhand,2017-18   ,646.7,915.4,286.9,54.2,1903.2,26.6,,6271.4,
Uttarakhand,2016-17   ,630,882,308,53,1873,26,,6477,
Uttarakhand,2015-16   ,639.1,772.4,282.8,51.6,1745.9,35.6,,5885.8,
Uttarakhand,2014-15   ,603.7,654.2,313.6,54.6,1626,29.6,,6165.1,
Uttarakhand,2013-14   ,578.6,842.4,298.9,56.5,1776.5,34.1,,5939.8,
Uttarakhand,2012-13   ,579.8,858.2,338.4,51.3,1827.7,39.7,,6784.8,
Uttarakhand,2011-12   ,594,878,331,49,1852,32.5,,6311,
Uttarakhand,2010-11   ,550.4,878,335,52.1,1815.5,27.5,,6497.6,
Uttarakhand,2009-10   ,608,845,297,46,1796,33,,5842,
Uttarakhand,2008-09   ,582,797,347,39,1765,26,,5590,
Uttarakhand,2007-08   ,593,814,339,50,1796,29,,7686,
Uttarakhand,2006-07   ,556,801,344,34,1735,21,,6100,
Uttarakhand,2005-06   ,590,645,323,36,1594,30,,6134,
Uttarakhand,2004-05   ,572,803,358,28,1761,38,,6441,
Uttarakhand,2003-04   ,569,745,381,29,1724,34,,7651,
Uttarakhand,2002-03   ,483,750,297,29.1,1559.1,23,,7331.7,
Uttarakhand,2001-02   ,614.4,734.8,339.3,19,1707.5,17.7,,7555.3,
Uttarakhand,2000-01   ,621.5,714.6,368.5,21.8,1726.4,14.5,,7349.2,
West Bengal,2022-23   ,15636.9,543.6,2667,443,19290.5,1277.5,0.8,1476.2,7745.5
West Bengal,2021-22   ,16728.7,655.8,2533.5,389.6,20307.6,1194,0.3,1591.3,8353.6
West Bengal,2020-21   ,16524.4,594.7,2443.6,441.9,20004.6,1112.3,0.9,1418.3,7592.8
West Bengal,2019-20   ,15881.4,509.9,2018.1,384.9,18794.3,1015.7,,1527.6,8067.4
West Bengal,2018-19   ,16242.2,337.8,1741.5,368.4,18689.9,1163.6,,1335.4,7770.2
West Bengal,2017-18   ,14967,312,1154.7,443.8,16877.5,1134.1,,1437,7637.9
West Bengal,2016-17   ,15302.5,862.7,721.6,259.7,17146.4,908.7,,1549.8,8349.6
West Bengal,2015-16   ,15953.9,960,732.7,334,17980.6,926.9,,2075,7776.8
West Bengal,2014-15   ,14677.2,939.3,678.9,236.5,16531.8,901.4,,2105.5,8453.7
West Bengal,2013-14   ,15370.7,927.8,538.6,241.7,17078.9,909.9,,1945,8882.4
West Bengal,2012-13   ,15023.7,895.9,434.6,192.3,16546.5,850.7,,1617,8310.8
West Bengal,2011-12   ,14605.8,872.9,376.4,130.6,15985.7,672.4,,1681.4,8623
West Bengal,2010-11   ,13045.9,874.4,370.4,176.1,14466.9,703.6,,1134.1,8214.2
West Bengal,2009-10   ,14340.7,846.7,404,150.1,15741.5,727.1,3.3,1000.8,9400.1
West Bengal,2008-09   ,15037.3,764.5,365.4,128.5,16295.7,582.6,6,1638.3,7965.5
West Bengal,2007-08   ,14719.5,917.3,265.8,147.6,16050.2,705.1,13.2,1272,8293.5
West Bengal,2006-07   ,14745.9,799.9,274.7,154,15974.5,645.4,14.7,1266.7,8506
West Bengal,2005-06   ,14510.8,773.5,150.3,174.3,15608.9,610.4,6,1247.7,8114.5
West Bengal,2004-05   ,14884.8,841.5,162,167.1,16055.4,652.9,3,1033.2,7934.8
West Bengal,2003-04   ,14662.3,985.7,150,211.7,16009.7,650.7,2.8,1252.6,8465.5
West Bengal,2002-03   ,14389.2,887.4,77.9,167.6,15522.1,476.1,1.5,1281.3,8578.1
West Bengal,2001-02   ,15256.7,961.5,108.1,174.9,16501.2,495.3,4.5,1983.4,8927.5
West Bengal,2000-01   ,12428.1,1058.6,109,219.3,13815,570.9,2.7,1465.6,7512
West Bengal,1999-00   ,13759.7,850.8,93.6,211.5,14915.6,406.2,2,1762.8,7675.4
West Bengal,1998-99   ,13316.5,778.1,146.5,126.1,14367.2,382.5,0.1,2001.9,7454.6
West Bengal,1997-98   ,13216.6,810.5,154.5,151.6,14333.2,387.7,0.5,1825.7,7638.7
West Bengal,1996-97   ,12636.8,839,109,171.5,13756.3,429.6,0.4,1810.3,7572.7
West Bengal,1995-96   ,11887,725.3,131.4,244.5,12988.2,372.1,0.3,1311.8,5742.7
West Bengal,1994-95   ,12235.9,744.5,163.6,244.4,13388.4,414.6,0.1,648.9,5988.2
West Bengal,1993-94   ,12110.9,632.1,187,319.8,13249.8,416.2,0.1,542.4,5639.3
West Bengal,1992-93   ,11445.4,587.3,157.6,372.3,12562.6,411,0.1,888.7,5437.9
West Bengal,1991-92   ,11954.2,557.5,169.6,328.7,13010,451,0.2,969.3,6466.9
West Bengal,1990-91   ,10436.5,530.2,110.1,367.4,11444.2,453.8,0.2,859.3,5542.1
West Bengal,1989-90   ,10923.6,569,151.4,400.2,12044.2,418.3,0.1,1031,5041.2
West Bengal,1988-89   ,10559.8,625,121.8,377.1,11683.7,403.8,0,1162.4,4579.5
West Bengal,1987-88   ,9271.8,673.9,132.8,406.8,10485.3,506.2,0.6,691.5,3680.8
West Bengal,1986-87   ,8463,682.6,265.6,337.5,9748.7,263.8,0.6,757.4,5023.8
West Bengal,1985-86   ,7991,738.7,134,263.8,9127.5,233.8,0.2,812.1,7624.7
West Bengal,1984-85   ,8092.6,812.2,130.5,221.1,9256.4,236.2,0.2,769.9,4464.9
West Bengal,1983-84   ,7940.4,854.2,117.4,258,9170,195.2,0.3,1022.4,4110.9
West Bengal,1982-83   ,4949.1,605.5,100,197.6,5852.2,170,0.3,1599.6,3885.2
West Bengal,1981-82   ,5832.6,389.3,103.3,224.5,6549.7,176,0.2,1410.8,4622.6
West Bengal,1980-81   ,7465.6,473.2,104.4,237.8,8281,148.9,0.1,867.4,4702.1
